id,product,city,category,priority,complaint_date,complaint
7997,Laptop Pro,Bangalore,Delivery,Medium,2025-01-01,My Laptop Pro has an issue: no sound.
7998,Smartwatch Z,Chennai,Software,Medium,2025-04-21,My Smartwatch Z has an issue: payment failed.
7999,Phone X,Jaipur,Delivery,High,2025-07-08,My Phone X has an issue: shipment lost.
8000,Phone X,Pune,Network,Low,2025-07-01,My Phone X has an issue: no sound.
8001,Earbuds Q,Bangalore,Delivery,Critical,2025-02-04,My Earbuds Q has an issue: screen not working.
8002,Earbuds Q,Pune,Hardware,High,2025-01-13,My Earbuds Q has an issue: battery drains fast.
8003,Smartwatch Z,Bangalore,Software,Low,2025-02-07,My Smartwatch Z has an issue: wifi disconnects.
8004,Tablet S,Mumbai,Network,Medium,2025-01-03,My Tablet S has an issue: camera blurred.
8005,Tablet S,Kolkata,Network,Low,2025-06-12,My Tablet S has an issue: payment failed.
8006,Smartwatch Z,Mumbai,Hardware,Low,2025-01-01,My Smartwatch Z has an issue: battery drains fast.
8007,Earbuds Q,Bangalore,Hardware,High,2025-03-20,My Earbuds Q has an issue: no sound.
8008,Phone X,Chennai,Delivery,Medium,2025-06-25,My Phone X has an issue: battery drains fast.
8009,Phone X,Pune,Network,Low,2025-06-27,My Phone X has an issue: delivery delayed.
8010,Phone X,Pune,Delivery,Medium,2025-04-19,My Phone X has an issue: wifi disconnects.
8011,Earbuds Q,Pune,Delivery,Medium,2025-02-25,My Earbuds Q has an issue: payment failed.
8012,Earbuds Q,Delhi,Hardware,Medium,2025-10-06,My Earbuds Q has an issue: no sound.
8013,Phone X,Bangalore,Hardware,Medium,2025-10-27,My Phone X has an issue: wifi disconnects.
8014,Earbuds Q,Lucknow,Network,Medium,2025-05-30,My Earbuds Q has an issue: payment failed.
8015,Earbuds Q,Lucknow,Software,Medium,2025-04-04,My Earbuds Q has an issue: no sound.
8016,Smartwatch Z,Bangalore,Delivery,High,2025-09-25,My Smartwatch Z has an issue: payment failed.
8017,Earbuds Q,Jaipur,Network,Medium,2025-09-27,My Earbuds Q has an issue: payment failed.
8018,Earbuds Q,Kolkata,Billing,High,2025-12-28,My Earbuds Q has an issue: app crashes.
8019,Tablet S,Bangalore,Network,Low,2025-01-05,My Tablet S has an issue: camera blurred.
8020,Smartwatch Z,Hyderabad,Software,Medium,2025-03-28,My Smartwatch Z has an issue: payment failed.
8021,Tablet S,Pune,Billing,Medium,2025-12-06,My Tablet S has an issue: delivery delayed.
8022,Tablet S,Pune,Software,High,2025-04-24,My Tablet S has an issue: shipment lost.
8023,Smartwatch Z,Jaipur,Network,Low,2025-11-16,My Smartwatch Z has an issue: app crashes.
8024,Laptop Pro,Mumbai,Hardware,Low,2025-03-19,My Laptop Pro has an issue: shipment lost.
8025,Earbuds Q,Jaipur,Software,Low,2025-03-12,My Earbuds Q has an issue: wifi disconnects.
8026,Tablet S,Chennai,Software,Low,2025-12-01,My Tablet S has an issue: payment failed.
8027,Tablet S,Jaipur,Delivery,Medium,2025-02-22,My Tablet S has an issue: app crashes.
8028,Tablet S,Mumbai,Network,Low,2025-03-02,My Tablet S has an issue: camera blurred.
8029,Earbuds Q,Hyderabad,Delivery,Low,2025-06-30,My Earbuds Q has an issue: app crashes.
8030,Tablet S,Kolkata,Delivery,Medium,2025-01-20,My Tablet S has an issue: app crashes.
8031,Tablet S,Bangalore,Network,Medium,2025-07-25,My Tablet S has an issue: no sound.
8032,Laptop Pro,Delhi,Billing,Medium,2025-09-01,My Laptop Pro has an issue: device overheating.
8033,Earbuds Q,Bangalore,Hardware,Medium,2025-04-13,My Earbuds Q has an issue: no sound.
8034,Earbuds Q,Delhi,Software,Medium,2025-06-15,My Earbuds Q has an issue: payment failed.
8035,Earbuds Q,Kolkata,Delivery,High,2025-05-09,My Earbuds Q has an issue: device overheating.
8036,Tablet S,Lucknow,Delivery,High,2025-12-28,My Tablet S has an issue: device overheating.
8037,Laptop Pro,Lucknow,Delivery,Low,2025-11-23,My Laptop Pro has an issue: device overheating.
8038,Tablet S,Pune,Billing,Medium,2025-07-25,My Tablet S has an issue: app crashes.
8039,Phone X,Pune,Network,Medium,2025-06-16,My Phone X has an issue: delivery delayed.
8040,Phone X,Ahmedabad,Billing,Medium,2025-11-30,My Phone X has an issue: battery drains fast.
8041,Tablet S,Chennai,Billing,Low,2025-04-27,My Tablet S has an issue: camera blurred.
8042,Tablet S,Delhi,Billing,Medium,2025-08-29,My Tablet S has an issue: wifi disconnects.
8043,Tablet S,Ahmedabad,Software,High,2025-10-10,My Tablet S has an issue: payment failed.
8044,Smartwatch Z,Delhi,Network,High,2025-04-01,My Smartwatch Z has an issue: app crashes.
8045,Earbuds Q,Jaipur,Hardware,Medium,2025-03-15,My Earbuds Q has an issue: camera blurred.
8046,Earbuds Q,Pune,Delivery,Low,2025-04-26,My Earbuds Q has an issue: battery drains fast.
8047,Phone X,Jaipur,Billing,Medium,2025-05-18,My Phone X has an issue: app crashes.
8048,Tablet S,Jaipur,Billing,Low,2025-08-17,My Tablet S has an issue: screen not working.
8049,Phone X,Mumbai,Delivery,Low,2025-02-25,My Phone X has an issue: app crashes.
8050,Laptop Pro,Lucknow,Hardware,High,2025-10-03,My Laptop Pro has an issue: camera blurred.
8051,Tablet S,Hyderabad,Network,Medium,2025-07-25,My Tablet S has an issue: app crashes.
8052,Phone X,Hyderabad,Software,Low,2025-03-17,My Phone X has an issue: battery drains fast.
8053,Tablet S,Ahmedabad,Billing,Medium,2025-05-05,My Tablet S has an issue: payment failed.
8054,Smartwatch Z,Mumbai,Network,Medium,2025-11-06,My Smartwatch Z has an issue: payment failed.
8055,Earbuds Q,Mumbai,Network,Medium,2025-06-18,My Earbuds Q has an issue: camera blurred.
8056,Tablet S,Kolkata,Delivery,Medium,2025-03-09,My Tablet S has an issue: wifi disconnects.
8057,Phone X,Pune,Network,Low,2025-02-10,My Phone X has an issue: screen not working.
8058,Smartwatch Z,Lucknow,Billing,Low,2025-02-18,My Smartwatch Z has an issue: wifi disconnects.
8059,Earbuds Q,Bangalore,Billing,Medium,2025-05-07,My Earbuds Q has an issue: payment failed.
8060,Smartwatch Z,Bangalore,Billing,High,2025-09-17,My Smartwatch Z has an issue: shipment lost.
8061,Smartwatch Z,Bangalore,Hardware,Medium,2025-02-07,My Smartwatch Z has an issue: payment failed.
8062,Earbuds Q,Jaipur,Network,High,2025-06-22,My Earbuds Q has an issue: battery drains fast.
8063,Earbuds Q,Hyderabad,Delivery,Low,2025-12-15,My Earbuds Q has an issue: shipment lost.
8064,Tablet S,Pune,Hardware,High,2025-06-09,My Tablet S has an issue: no sound.
8065,Phone X,Lucknow,Hardware,Low,2025-10-14,My Phone X has an issue: device overheating.
8066,Laptop Pro,Lucknow,Software,High,2025-12-27,My Laptop Pro has an issue: screen not working.
8067,Laptop Pro,Delhi,Software,Medium,2025-10-27,My Laptop Pro has an issue: wifi disconnects.
8068,Earbuds Q,Mumbai,Network,Low,2025-07-08,My Earbuds Q has an issue: payment failed.
8069,Phone X,Jaipur,Software,Medium,2025-01-20,My Phone X has an issue: app crashes.
8070,Smartwatch Z,Lucknow,Delivery,Low,2025-01-30,My Smartwatch Z has an issue: wifi disconnects.
8071,Tablet S,Pune,Billing,Medium,2025-08-03,My Tablet S has an issue: wifi disconnects.
8072,Phone X,Kolkata,Billing,Low,2025-02-26,My Phone X has an issue: no sound.
8073,Earbuds Q,Lucknow,Delivery,Low,2025-03-17,My Earbuds Q has an issue: screen not working.
8074,Phone X,Kolkata,Software,Medium,2025-04-13,My Phone X has an issue: screen not working.
8075,Tablet S,Hyderabad,Billing,Medium,2025-06-03,My Tablet S has an issue: delivery delayed.
8076,Laptop Pro,Delhi,Network,Low,2025-04-18,My Laptop Pro has an issue: camera blurred.
8077,Tablet S,Jaipur,Delivery,Medium,2025-05-12,My Tablet S has an issue: payment failed.
8078,Phone X,Chennai,Network,Medium,2025-04-17,My Phone X has an issue: no sound.
8079,Phone X,Hyderabad,Software,Low,2025-04-12,My Phone X has an issue: app crashes.
8080,Smartwatch Z,Kolkata,Delivery,Medium,2025-08-18,My Smartwatch Z has an issue: screen not working.
8081,Laptop Pro,Jaipur,Delivery,Low,2025-04-23,My Laptop Pro has an issue: app crashes.
8082,Smartwatch Z,Kolkata,Delivery,Medium,2025-11-06,My Smartwatch Z has an issue: delivery delayed.
8083,Laptop Pro,Bangalore,Delivery,Low,2025-11-17,My Laptop Pro has an issue: delivery delayed.
8084,Smartwatch Z,Mumbai,Billing,Low,2025-07-20,My Smartwatch Z has an issue: camera blurred.
8085,Laptop Pro,Pune,Network,Medium,2025-06-03,My Laptop Pro has an issue: screen not working.
8086,Laptop Pro,Bangalore,Delivery,High,2025-12-12,My Laptop Pro has an issue: wifi disconnects.
8087,Laptop Pro,Hyderabad,Software,Medium,2025-12-21,My Laptop Pro has an issue: payment failed.
8088,Tablet S,Hyderabad,Network,Medium,2025-06-26,My Tablet S has an issue: wifi disconnects.
8089,Tablet S,Jaipur,Software,High,2025-05-20,My Tablet S has an issue: camera blurred.
8090,Smartwatch Z,Chennai,Billing,High,2025-04-16,My Smartwatch Z has an issue: delivery delayed.
8091,Smartwatch Z,Jaipur,Software,Low,2025-03-19,My Smartwatch Z has an issue: wifi disconnects.
8092,Laptop Pro,Hyderabad,Software,Low,2025-07-15,My Laptop Pro has an issue: shipment lost.
8093,Earbuds Q,Hyderabad,Delivery,Medium,2025-08-09,My Earbuds Q has an issue: shipment lost.
8094,Earbuds Q,Pune,Network,Medium,2025-02-02,My Earbuds Q has an issue: camera blurred.
8095,Laptop Pro,Bangalore,Delivery,Medium,2025-03-04,My Laptop Pro has an issue: battery drains fast.
8096,Tablet S,Bangalore,Billing,Low,2025-03-04,My Tablet S has an issue: no sound.
8097,Earbuds Q,Mumbai,Billing,Critical,2025-01-14,My Earbuds Q has an issue: camera blurred.
8098,Laptop Pro,Delhi,Hardware,High,2025-08-18,My Laptop Pro has an issue: wifi disconnects.
8099,Smartwatch Z,Delhi,Network,Medium,2025-01-02,My Smartwatch Z has an issue: shipment lost.
8100,Tablet S,Bangalore,Hardware,High,2025-09-17,My Tablet S has an issue: no sound.
8101,Smartwatch Z,Hyderabad,Delivery,Low,2025-07-27,My Smartwatch Z has an issue: payment failed.
8102,Smartwatch Z,Mumbai,Software,Low,2025-09-07,My Smartwatch Z has an issue: no sound.
8103,Laptop Pro,Bangalore,Delivery,Low,2025-12-28,My Laptop Pro has an issue: payment failed.
8104,Smartwatch Z,Delhi,Delivery,Critical,2025-06-01,My Smartwatch Z has an issue: screen not working.
8105,Tablet S,Pune,Hardware,Low,2025-01-22,My Tablet S has an issue: screen not working.
8106,Tablet S,Hyderabad,Billing,Medium,2025-03-02,My Tablet S has an issue: no sound.
8107,Earbuds Q,Mumbai,Software,Medium,2025-03-20,My Earbuds Q has an issue: shipment lost.
8108,Laptop Pro,Chennai,Hardware,Low,2025-11-22,My Laptop Pro has an issue: screen not working.
8109,Tablet S,Chennai,Software,Medium,2025-05-26,My Tablet S has an issue: payment failed.
8110,Smartwatch Z,Kolkata,Billing,Medium,2025-04-22,My Smartwatch Z has an issue: delivery delayed.
8111,Laptop Pro,Delhi,Hardware,Medium,2025-11-07,My Laptop Pro has an issue: camera blurred.
8112,Earbuds Q,Mumbai,Hardware,Low,2025-07-02,My Earbuds Q has an issue: payment failed.
8113,Earbuds Q,Delhi,Hardware,Critical,2025-12-16,My Earbuds Q has an issue: payment failed.
8114,Smartwatch Z,Mumbai,Billing,High,2025-10-03,My Smartwatch Z has an issue: payment failed.
8115,Tablet S,Hyderabad,Network,Medium,2025-12-25,My Tablet S has an issue: device overheating.
8116,Tablet S,Mumbai,Software,Low,2025-10-15,My Tablet S has an issue: device overheating.
8117,Smartwatch Z,Hyderabad,Network,Low,2025-09-20,My Smartwatch Z has an issue: camera blurred.
8118,Earbuds Q,Lucknow,Hardware,High,2025-09-25,My Earbuds Q has an issue: shipment lost.
8119,Earbuds Q,Delhi,Software,Medium,2025-11-20,My Earbuds Q has an issue: payment failed.
8120,Laptop Pro,Pune,Network,Low,2025-12-27,My Laptop Pro has an issue: device overheating.
8121,Earbuds Q,Jaipur,Delivery,Low,2025-10-04,My Earbuds Q has an issue: app crashes.
8122,Earbuds Q,Kolkata,Delivery,Low,2025-07-04,My Earbuds Q has an issue: screen not working.
8123,Tablet S,Bangalore,Software,High,2025-05-31,My Tablet S has an issue: app crashes.
8124,Laptop Pro,Delhi,Billing,Medium,2025-05-25,My Laptop Pro has an issue: payment failed.
8125,Phone X,Lucknow,Hardware,Medium,2025-07-23,My Phone X has an issue: screen not working.
8126,Laptop Pro,Kolkata,Billing,Medium,2025-06-23,My Laptop Pro has an issue: device overheating.
8127,Tablet S,Delhi,Network,Medium,2025-11-06,My Tablet S has an issue: device overheating.
8128,Phone X,Jaipur,Hardware,Medium,2025-10-11,My Phone X has an issue: wifi disconnects.
8129,Tablet S,Lucknow,Hardware,High,2025-06-22,My Tablet S has an issue: payment failed.
8130,Earbuds Q,Ahmedabad,Billing,High,2025-12-17,My Earbuds Q has an issue: shipment lost.
8131,Earbuds Q,Bangalore,Billing,Critical,2025-09-18,My Earbuds Q has an issue: delivery delayed.
8132,Laptop Pro,Kolkata,Billing,Low,2025-01-14,My Laptop Pro has an issue: wifi disconnects.
8133,Laptop Pro,Mumbai,Hardware,Low,2025-05-21,My Laptop Pro has an issue: shipment lost.
8134,Smartwatch Z,Ahmedabad,Network,Medium,2025-07-29,My Smartwatch Z has an issue: device overheating.
8135,Laptop Pro,Bangalore,Network,Low,2025-09-24,My Laptop Pro has an issue: payment failed.
8136,Earbuds Q,Mumbai,Network,Low,2025-06-13,My Earbuds Q has an issue: camera blurred.
8137,Phone X,Lucknow,Hardware,Medium,2025-02-06,My Phone X has an issue: delivery delayed.
8138,Tablet S,Bangalore,Billing,Medium,2025-10-02,My Tablet S has an issue: shipment lost.
8139,Phone X,Mumbai,Delivery,Medium,2025-11-15,My Phone X has an issue: battery drains fast.
8140,Earbuds Q,Hyderabad,Hardware,Medium,2025-12-08,My Earbuds Q has an issue: payment failed.
8141,Earbuds Q,Jaipur,Hardware,Medium,2025-04-07,My Earbuds Q has an issue: device overheating.
8142,Smartwatch Z,Ahmedabad,Hardware,Medium,2025-12-09,My Smartwatch Z has an issue: screen not working.
8143,Earbuds Q,Ahmedabad,Delivery,High,2025-02-28,My Earbuds Q has an issue: camera blurred.
8144,Tablet S,Mumbai,Hardware,Low,2025-01-26,My Tablet S has an issue: delivery delayed.
8145,Smartwatch Z,Kolkata,Network,Medium,2025-01-15,My Smartwatch Z has an issue: delivery delayed.
8146,Laptop Pro,Lucknow,Delivery,Medium,2025-07-11,My Laptop Pro has an issue: camera blurred.
8147,Earbuds Q,Pune,Billing,Critical,2025-11-02,My Earbuds Q has an issue: screen not working.
8148,Smartwatch Z,Jaipur,Network,Low,2025-01-06,My Smartwatch Z has an issue: screen not working.
8149,Tablet S,Kolkata,Billing,Medium,2025-12-14,My Tablet S has an issue: payment failed.
8150,Earbuds Q,Chennai,Software,High,2025-07-06,My Earbuds Q has an issue: no sound.
8151,Earbuds Q,Hyderabad,Delivery,High,2025-02-21,My Earbuds Q has an issue: payment failed.
8152,Phone X,Pune,Delivery,Low,2025-05-14,My Phone X has an issue: camera blurred.
8153,Earbuds Q,Chennai,Software,Medium,2025-05-31,My Earbuds Q has an issue: payment failed.
8154,Phone X,Jaipur,Delivery,High,2025-06-01,My Phone X has an issue: no sound.
8155,Phone X,Kolkata,Network,Critical,2025-10-07,My Phone X has an issue: camera blurred.
8156,Tablet S,Bangalore,Software,Critical,2025-01-25,My Tablet S has an issue: shipment lost.
8157,Tablet S,Chennai,Software,Medium,2025-05-12,My Tablet S has an issue: no sound.
8158,Phone X,Ahmedabad,Hardware,Low,2025-12-15,My Phone X has an issue: delivery delayed.
8159,Tablet S,Ahmedabad,Delivery,Medium,2025-02-01,My Tablet S has an issue: camera blurred.
8160,Tablet S,Lucknow,Software,Critical,2025-01-05,My Tablet S has an issue: shipment lost.
8161,Tablet S,Kolkata,Hardware,High,2025-09-21,My Tablet S has an issue: payment failed.
8162,Smartwatch Z,Delhi,Network,Medium,2025-10-26,My Smartwatch Z has an issue: shipment lost.
8163,Phone X,Ahmedabad,Hardware,Medium,2025-10-26,My Phone X has an issue: payment failed.
8164,Smartwatch Z,Jaipur,Software,Low,2025-05-15,My Smartwatch Z has an issue: payment failed.
8165,Tablet S,Pune,Software,Medium,2025-02-09,My Tablet S has an issue: device overheating.
8166,Smartwatch Z,Hyderabad,Billing,Low,2025-09-22,My Smartwatch Z has an issue: no sound.
8167,Laptop Pro,Pune,Delivery,Low,2025-11-10,My Laptop Pro has an issue: wifi disconnects.
8168,Laptop Pro,Delhi,Billing,Medium,2025-05-28,My Laptop Pro has an issue: screen not working.
8169,Smartwatch Z,Chennai,Delivery,Medium,2025-05-10,My Smartwatch Z has an issue: payment failed.
8170,Smartwatch Z,Jaipur,Billing,Medium,2025-11-14,My Smartwatch Z has an issue: camera blurred.
8171,Laptop Pro,Lucknow,Software,Medium,2025-02-02,My Laptop Pro has an issue: no sound.
8172,Phone X,Mumbai,Billing,High,2025-03-26,My Phone X has an issue: no sound.
8173,Earbuds Q,Mumbai,Hardware,Low,2025-12-16,My Earbuds Q has an issue: payment failed.
8174,Earbuds Q,Bangalore,Software,Low,2025-03-06,My Earbuds Q has an issue: payment failed.
8175,Phone X,Ahmedabad,Hardware,Low,2025-04-14,My Phone X has an issue: camera blurred.
8176,Smartwatch Z,Chennai,Delivery,Medium,2025-11-19,My Smartwatch Z has an issue: battery drains fast.
8177,Smartwatch Z,Bangalore,Network,Critical,2025-07-17,My Smartwatch Z has an issue: delivery delayed.
8178,Smartwatch Z,Hyderabad,Billing,Medium,2025-04-26,My Smartwatch Z has an issue: battery drains fast.
8179,Smartwatch Z,Delhi,Delivery,Low,2025-02-20,My Smartwatch Z has an issue: camera blurred.
8180,Tablet S,Ahmedabad,Delivery,Medium,2025-01-06,My Tablet S has an issue: device overheating.
8181,Tablet S,Jaipur,Delivery,Medium,2025-03-22,My Tablet S has an issue: app crashes.
8182,Earbuds Q,Jaipur,Delivery,High,2025-03-14,My Earbuds Q has an issue: shipment lost.
8183,Smartwatch Z,Mumbai,Hardware,High,2025-06-07,My Smartwatch Z has an issue: wifi disconnects.
8184,Earbuds Q,Mumbai,Software,Low,2025-09-16,My Earbuds Q has an issue: delivery delayed.
8185,Phone X,Bangalore,Billing,Low,2025-06-16,My Phone X has an issue: no sound.
8186,Earbuds Q,Ahmedabad,Network,High,2025-10-31,My Earbuds Q has an issue: payment failed.
8187,Phone X,Mumbai,Hardware,Low,2025-05-18,My Phone X has an issue: delivery delayed.
8188,Tablet S,Mumbai,Software,Medium,2025-02-06,My Tablet S has an issue: payment failed.
8189,Phone X,Kolkata,Software,Medium,2025-03-10,My Phone X has an issue: payment failed.
8190,Smartwatch Z,Jaipur,Billing,Critical,2025-03-22,My Smartwatch Z has an issue: app crashes.
8191,Smartwatch Z,Chennai,Network,Medium,2025-10-02,My Smartwatch Z has an issue: wifi disconnects.
8192,Laptop Pro,Chennai,Billing,Medium,2025-04-30,My Laptop Pro has an issue: device overheating.
8193,Tablet S,Delhi,Delivery,Low,2025-03-14,My Tablet S has an issue: delivery delayed.
8194,Smartwatch Z,Pune,Billing,Low,2025-09-29,My Smartwatch Z has an issue: wifi disconnects.
8195,Laptop Pro,Kolkata,Billing,Medium,2025-10-14,My Laptop Pro has an issue: camera blurred.
8196,Phone X,Lucknow,Network,Low,2025-04-26,My Phone X has an issue: app crashes.
8197,Laptop Pro,Jaipur,Billing,Low,2025-12-30,My Laptop Pro has an issue: no sound.
